Chromosome	Position_bp	Rate
chrX	0	2.3042349146244
chrX	500	6.03266365386661e-06
chrX	1000	33.012956963192
chrX	1500	1.048837146729e-05
chrX	2000	10.9650187130956
chrX	2500	1.07792436907559e-07
chrX	3000	3.31230363144684
chrX	3500	19.4428032420391
chrX	4000	1.45823694284853
chrX	4500	2.99151943280669e-11
chrX	5000	20.5780304308311
chrX	5500	1.79728073714941
chrX	6000	0.672825854701964
chrX	6500	8.73699023440158
chrX	7000	0.186530126155007
chrX	7500	62.6768048956873
chrX	8000	16.3288044589616
chrX	8500	0.359502628374098
chrX	9000	0.000302970175887499
chrX	9500	0.0261047247572842
chrX	10000	0.66429507877528
chrX	10500	1.48235141033261
chrX	11000	2.5028763158139
chrX	11500	0.000143132768914441
chrX	12000	0.00428891356406158
chrX	12500	1.03520733700772e-05
chrX	13000	0.658198070342928
chrX	13500	0.525088485891985
chrX	14000	5.50381527467279e-05
chrX	14500	0.0145320005637641
chrX	15000	1.98304915382492
chrX	15500	0.00211889132206964
chrX	16000	9.97201591556147e-05
chrX	16500	0.301278063568999
chrX	17000	53.8229533584878
chrX	17500	0.0170667858396315
chrX	18000	16.9765499682181
chrX	18500	0.000167105335220097
chrX	19000	3.57160585788919e-08
chrX	19500	1.69923199875547
chrX	20000	1.38758198437752
chrX	20500	0.440808758777647
chrX	21000	0.0450009428049395
chrX	21500	0.40245815721037
chrX	22000	0.796988985424359
chrX	22500	0.00212036224729047
chrX	23000	1.38787125311182
chrX	23500	0.0605641907414295
chrX	24000	0.0562216775873172
chrX	24500	13.627606307816
chrX	25000	1.76335601321828
chrX	25500	0.936495497655376
chrX	26000	17.8825984881712
chrX	26500	1.45603688862017e-10
chrX	27000	5.2066346259809e-12
chrX	27500	0.535482554851651
chrX	28000	5.62808795753885
chrX	28500	20.4658577643076
chrX	29000	61.9471008024503
chrX	29500	312.498439472588
chrX	30000	0.20344410292922
chrX	30500	84.6760866747095
chrX	31000	54.8772373671362
chrX	31500	9.05688156217865e-09
chrX	32000	0.131862603488426
chrX	32500	4.79859898190749
chrX	33000	0.0452806357185136
chrX	33500	0.492575455883233
chrX	34000	0.485546220741869
chrX	34500	0.00141253862482476
chrX	35000	0.127093255614284
chrX	35500	0.00747167053722376
chrX	36000	8.38679868293748
chrX	36500	0.085602519670836
chrX	37000	16.3765303450156
chrX	37500	0.0324415755991363
chrX	38000	1.39934368902613e-05
chrX	38500	0.738565769806765
chrX	39000	0.00150374015644788
chrX	39500	3.40866772570017
chrX	40000	0.403478905431882
chrX	40500	10.2735415548045
chrX	41000	0.0655699271840469
chrX	41500	49.777300110699
chrX	42000	1.35216329151966
chrX	42500	32.4501950455984
chrX	43000	0.000222005505854451
chrX	43500	135.628740663449
chrX	44000	5.40184005426977e-09
chrX	44500	2.06308480124202e-09
chrX	45000	7.14185036894674e-05
chrX	45500	1.15815330691528
chrX	46000	0.0043658742589144
chrX	46500	0.159293481620856
chrX	47000	0.6343267866862
chrX	47500	21.9557721383779
chrX	48000	39.4970436846827
chrX	48500	0.445711052109977
chrX	49000	0.107652362810409
chrX	49500	27.1851474822625
chrX	50000	0.08867219028401
chrX	50500	0.00145041880564458
chrX	51000	3.12016522899116
chrX	51500	165.867053862284
chrX	52000	3.15078120685406
chrX	52500	4.02450903214955e-05
