Chromosome	Position_bp	Rate
chrX	0	0.00106988597885848
chrX	500	9.07089905662227
chrX	1000	1.4768030029111e-16
chrX	1500	0.00362853943000885
chrX	2000	4.5753951553414
chrX	2500	0.121241205048816
chrX	3000	0.936822032981955
chrX	3500	6.40868016297672e-06
chrX	4000	0.0892367524254607
chrX	4500	4.46822692508745e-05
chrX	5000	2.63958330053052e-06
chrX	5500	3.24607013016001
chrX	6000	0.00520837225353548
chrX	6500	4.14801328099124
chrX	7000	0.008993927052247
chrX	7500	0.791868686585383
chrX	8000	7.99610449904651e-08
chrX	8500	0.000221728377194894
chrX	9000	1.49053386839016e-08
chrX	9500	0.0233415774263637
chrX	10000	0.00135579689881231
chrX	10500	0.000235619280738109
chrX	11000	0.000672802291357785
chrX	11500	0.0438272982265603
chrX	12000	0.248406030877843
chrX	12500	5.35608307297573
chrX	13000	0.502396409442861
chrX	13500	0.00354776189602641
chrX	14000	10.6792213423378
chrX	14500	0.0176045173085785
chrX	15000	0.0306331183490603
chrX	15500	5.96708997656473
chrX	16000	0.528031885348817
chrX	16500	0.00159020653384324
chrX	17000	7.99342311537812e-05
chrX	17500	10.2744786316005
chrX	18000	0.000730221700216972
chrX	18500	0.0113832075127547
chrX	19000	0.00152239053823184
chrX	19500	0.155959028130159
chrX	20000	0.0574617924605156
chrX	20500	6.08175273369161e-07
chrX	21000	0.0316837666224551
chrX	21500	0.795215248446158
chrX	22000	2.12689440155968e-06
chrX	22500	2.11440222747573e-06
chrX	23000	0.180916133171989
chrX	23500	0.244480745216699
chrX	24000	3.99569456239804e-08
chrX	24500	1.36314242348495
chrX	25000	0.00111452212105219
chrX	25500	0.157387012223522
chrX	26000	5.77627780979674e-07
chrX	26500	0.0341597970177223
chrX	27000	8.58243767205079e-07
chrX	27500	7.82176358081357e-09
chrX	28000	0.661911170443735
chrX	28500	9.21124495317479
chrX	29000	0.000194714894164805
chrX	29500	1.16822145314573
chrX	30000	3.59451579347665e-07
chrX	30500	3.3562913787766
chrX	31000	6.55122308234731e-06
chrX	31500	0.00189232173787133
chrX	32000	0.00117670545459312
chrX	32500	0.465021285187934
chrX	33000	9.46511671892149e-06
chrX	33500	4.66024298580229e-08
chrX	34000	0.659874027494974
chrX	34500	0.0112321755677106
chrX	35000	6.97662160143336e-06
chrX	35500	0.403683542726093
chrX	36000	0.000265268891377504
chrX	36500	8.71115659835133e-09
chrX	37000	0.00101647596297859
chrX	37500	0.00016695282708314
chrX	38000	0.17740135498758
chrX	38500	0.0154061228992151
chrX	39000	0.00108416094812321
chrX	39500	1.1515097304654
chrX	40000	2.3300841958998e-05
chrX	40500	0.0732236904665654
chrX	41000	0.0344723443276104
chrX	41500	0.000116501169957771
chrX	42000	0.00528499549401566
chrX	42500	0.480881452973053
chrX	43000	0.0152597327915525
chrX	43500	0.719126453885857
chrX	44000	0.00191969018302368
chrX	44500	7.95258756184016e-32
