Chromosome	Position_bp	Rate
chrX	0	6.59224908894169e-09
chrX	500	0.578105577859483
chrX	1000	1.75068788933473
chrX	1500	4.32358531581143e-06
chrX	2000	2.50118529918738e-10
chrX	2500	0.107888970901834
chrX	3000	0.000669904057036536
chrX	3500	6.07776688361219e-10
chrX	4000	4.47004604379589
chrX	4500	0.597426295108236
chrX	5000	4.57573813163408
chrX	5500	2.73618141599998e-05
chrX	6000	0.219458704462944
chrX	6500	0.158464747621685
chrX	7000	0.00219608461634297
chrX	7500	1.16964653320728
chrX	8000	0.00035475958958439
chrX	8500	1.63849083159373
chrX	9000	0.0672028238957129
chrX	9500	0.493830755292521
chrX	10000	2.24784957828378e-09
chrX	10500	0.00323010630092493
chrX	11000	0.0122524545154494
chrX	11500	9.42799566177579e-05
chrX	12000	0.00121861573476173
chrX	12500	0.00171453625686499
chrX	13000	4.83000279667988e-05
chrX	13500	3.75420526731411e-08
chrX	14000	3.84291701989915e-09
chrX	14500	5.96741412243484e-05
chrX	15000	0.0886032001786515
chrX	15500	0.000626195266290259
chrX	16000	4.23474672782218e-11
chrX	16500	0.0645344978124066
chrX	17000	0.00130651668285403
chrX	17500	0.000315427107630607
chrX	18000	0.360374653328879
chrX	18500	0.000120620202098076
chrX	19000	0.00258453579056023
chrX	19500	0.109188174048227
chrX	20000	1.28331944836875
chrX	20500	0.0200933664805299
chrX	21000	0.00263904623819955
chrX	21500	4.94500635392022e-05
chrX	22000	0.00197910936616407
chrX	22500	0.624916470709137
chrX	23000	6.05401689308681e-07
chrX	23500	0.000520800554323566
chrX	24000	0.000738734726767391
chrX	24500	0.397863251450709
chrX	25000	0.00110193416110852
chrX	25500	3.76161919075469e-05
chrX	26000	0.0043608764043638
chrX	26500	8.46667394045005e-06
chrX	27000	0.662209584186642
chrX	27500	0.0281993756607622
chrX	28000	0.125849618385867
chrX	28500	0.000881985186575997
chrX	29000	1.09036175596004e-05
chrX	29500	0.00255299284863888
chrX	30000	0.000146264148003932
chrX	30500	1.20207408051816e-11
chrX	31000	0.00841596997925706
chrX	31500	0.0010881743796692
chrX	32000	0.966309883169481
chrX	32500	0.654307163712999
chrX	33000	8.55277338729388
chrX	33500	0.0156144242237307
chrX	34000	1.0979460062949
chrX	34500	5.81578418837541e-05
chrX	35000	6.31250372744833
chrX	35500	0.00817264553063502
chrX	36000	0.305942543399485
chrX	36500	0.00920446853770792
chrX	37000	4.74681612535448e-07
chrX	37500	6.98651019751592e-06
chrX	38000	4.71466568228222e-11
chrX	38500	0.000125694960347754
chrX	39000	0.000700973585442699
chrX	39500	17.9031551890331
chrX	40000	7.01318034831904e-08
chrX	40500	1.08565218184548e-08
chrX	41000	2.49867289528451
chrX	41500	0.0826546054901303
chrX	42000	0.0721560059161492
chrX	42500	3.05690778042534e-05
chrX	43000	8.22242244884369e-12
chrX	43500	4.22123448275133e-05
chrX	44000	0.00616040460195839
chrX	44500	1.39515459842965
chrX	45000	4.47753261727213
chrX	45500	0.635157102795193
chrX	46000	3.46102123158189e-05
chrX	46500	0.25807067537548
chrX	47000	2.06129906741335e-08
chrX	47500	0.0447052173372194
chrX	48000	8.58140808872356
chrX	48500	0.000843383082835343
chrX	49000	0.00346835395847435
chrX	49500	0.0120280640115735
chrX	50000	0.000856649623362831
chrX	50500	1.61008496532545
chrX	51000	0.481876114390489
chrX	51500	0.864048806993435
chrX	52000	0.00165917677029829
chrX	52500	0.114970406115064
chrX	53000	0.028438576590018
chrX	53500	0.356363664019466
chrX	54000	0.922708306072968
chrX	54500	9.33756852119509
chrX	55000	0.434539872251487
chrX	55500	7.94281481328906e-13
chrX	56000	1.35626280522218e-11
chrX	56500	1.52425097380572
chrX	57000	2.52124280680034e-10
chrX	57500	2.83637001290698e-10
chrX	58000	0.840956509610217
chrX	58500	0.159065273481333
chrX	59000	2.98439040885318
chrX	59500	0.0446095259462868
chrX	60000	0.70165960485181
chrX	60500	0.243026335290692
chrX	61000	0.0108744709731776
chrX	61500	8.54611598388549
chrX	62000	6.1366943870506e-08
chrX	62500	0.0789768252125087
chrX	63000	3.01749778049616
chrX	63500	8.00317441506021e-08
chrX	64000	1.69328417830153
chrX	64500	0.0476945228514592
chrX	65000	0.000385465267699862
