Chromosome	Position_bp	Rate
chrX	0	0.127576781571577
chrX	500	0.0218048542980731
chrX	1000	0.000210307072205548
chrX	1500	0.110156529191518
chrX	2000	0.00951375204296724
chrX	2500	0.0012196023539374
chrX	3000	0.404213796590788
chrX	3500	0.0706809631650211
chrX	4000	0.00398620729567978
chrX	4500	0.357802510623498
chrX	5000	5.05146624372493e-05
chrX	5500	0.024762864576204
chrX	6000	0.767878758102807
chrX	6500	0.00300257774349788
chrX	7000	0.0173369716642203
chrX	7500	1.30228613939942
chrX	8000	0.000157560556937337
chrX	8500	8.61784778860121e-07
chrX	9000	2.02268487382568e-05
chrX	9500	2.3453135305388
chrX	10000	0.346673408090358
chrX	10500	0.0812409876996119
chrX	11000	0.00609707056791193
chrX	11500	0.367907374810612
chrX	12000	0.0809920053261567
chrX	12500	2.44641845834159e-05
chrX	13000	1.01069635404
chrX	13500	3.61579045158176e-10
chrX	14000	0.000145319412287109
chrX	14500	0.00183082273141822
chrX	15000	0.000124314041300686
chrX	15500	0.2806140134929
chrX	16000	0.280825835262705
chrX	16500	0.00256352026986609
chrX	17000	0.68951473164098
chrX	17500	1.30906930495243e-08
chrX	18000	0.128503325377845
chrX	18500	0.668802045909578
chrX	19000	7.80774393305589e-08
chrX	19500	0.0506245720297107
chrX	20000	7.91272240804689e-06
chrX	20500	0.103065471939167
chrX	21000	0.211857106620812
chrX	21500	5.79320805083255e-07
chrX	22000	1.11465546704251
chrX	22500	0.0177110590901308
chrX	23000	5.44318508577122e-07
chrX	23500	0.0102697470761289
chrX	24000	0.00506932881104935
chrX	24500	0.00588714485752176
chrX	25000	0.000343424285554964
chrX	25500	0.190823513708179
chrX	26000	5.21610446469499e-05
chrX	26500	0.124386893462739
chrX	27000	1.99006162503672
chrX	27500	0.00142245773605298
chrX	28000	1.41956466881742e-05
chrX	28500	1.2507842939928e-05
chrX	29000	1.91971947000996e-08
chrX	29500	9.33908892486625e-05
chrX	30000	0.174133950144851
chrX	30500	0.0192932332801166
chrX	31000	0.0222169540118675
chrX	31500	3.19978607692952e-06
chrX	32000	0.0814476350138802
chrX	32500	0.810289058242891
chrX	33000	0.00529039730749113
chrX	33500	0.00560692856009154
chrX	34000	0.0651336272042753
chrX	34500	0.447913158545778
chrX	35000	0.325553095136772
chrX	35500	0.0195957497835375
chrX	36000	4.13763305479449
chrX	36500	7.29621238948082e-06
chrX	37000	0.0932829764266731
chrX	37500	0.00487465440683857
chrX	38000	0.340468769821682
chrX	38500	0.324706312370757
chrX	39000	0.613675282221391
chrX	39500	1.05878553578058e-08
chrX	40000	0.155185304415076
chrX	40500	3.0082127087774e-05
chrX	41000	0.0459680815543376
chrX	41500	0.0126602090763956
chrX	42000	2.68346161650748e-07
chrX	42500	1.79723341038067e-05
chrX	43000	0.058382206967312
chrX	43500	0.00142876826148635
chrX	44000	0.00161498891811356
chrX	44500	0.0856240559232067
chrX	45000	0.106217955499177
chrX	45500	0.0821048659147354
chrX	46000	0.0173851386693024
chrX	46500	1.39082909120869e-09
chrX	47000	3.9476074293451e-06
chrX	47500	0.000223599883085537
chrX	48000	1.5785870485813
chrX	48500	0.0253796458929768
chrX	49000	0.0457887043438796
chrX	49500	0.373843204742797
chrX	50000	2.28237879202568e-07
chrX	50500	0.00405884235855041
chrX	51000	0.0657917585546439
chrX	51500	0.0626494755285315
chrX	52000	1.58074444779169e-05
chrX	52500	0.030726686615167
chrX	53000	0.291263334187777
chrX	53500	0.0163757854687031
chrX	54000	0.0129743843627133
chrX	54500	7.38632189497792e-06
chrX	55000	0.000117463449659906
chrX	55500	0.0184802612720417
chrX	56000	7.6523562685525e-06
chrX	56500	0.268921101143126
chrX	57000	0.00297385939169411
chrX	57500	7.92732767705502e-10
chrX	58000	3.48304431765243e-05
chrX	58500	0.008371605054853
chrX	59000	1.49380345951429e-06
chrX	59500	0.0416429386826421
chrX	60000	0.50144507804599
chrX	60500	0.0254043864013483
chrX	61000	0.00234534482911526
chrX	61500	0.327995399773408
chrX	62000	4.26185630569898e-08
chrX	62500	6.11700380530616e-19
chrX	63000	0.00131997611782534
chrX	63500	5.42393671149884e-07
chrX	64000	0.00181353802977178
chrX	64500	0.201395585052786
chrX	65000	3.01850624909879e-08
chrX	65500	3.26083386583434e-05
chrX	66000	0.387770236468774
chrX	66500	0.109148596640431
chrX	67000	1.24526641105281e-15
chrX	67500	1.42999389067305e-08
chrX	68000	0.00216472522346932
chrX	68500	0.00902295181068658
chrX	69000	9.1135029851818e-09
chrX	69500	0.833370027451889
chrX	70000	0.0500833274687966
chrX	70500	0.0100928618520587
chrX	71000	0.00290770818071796
chrX	71500	0.0738823278766855
chrX	72000	0.000261450398447953
chrX	72500	0.00244962557861559
chrX	73000	0.00157971429857253
chrX	73500	0.0234621012598565
chrX	74000	0.0498755723834753
chrX	74500	5.39489478711132e-07
chrX	75000	0.0123870513789014
chrX	75500	0.0212133347384908
chrX	76000	0.00431671372768449
chrX	76500	0.0085089763902678
chrX	77000	0.000317510120903865
chrX	77500	0.0021782931819951
chrX	78000	0.000274993147442214
chrX	78500	0.00170822618740776
chrX	79000	0.295413315165868
chrX	79500	0.292628897417619
chrX	80000	0.00175282960100316
chrX	80500	0.015826009452047
chrX	81000	0.00905758296245112
chrX	81500	0.0071167851868038
chrX	82000	0.0537271416873285
chrX	82500	2.16781540858375e-09
chrX	83000	0.0514875858177651
chrX	83500	0.0222561251656022
chrX	84000	0.000641537062083496
chrX	84500	3.00651822046227e-10
chrX	85000	0.00674720699131438
chrX	85500	0.000731298043385226
chrX	86000	2.96614934502715e-06
chrX	86500	0.0262516091306866
chrX	87000	0.111983566543594
chrX	87500	0.475999875013053
chrX	88000	0.00108360277143379
chrX	88500	0.00189329544414973
chrX	89000	0.0790729760102458
chrX	89500	0.00229221182760377
chrX	90000	0.0448412114560321
chrX	90500	0.00627785585341356
chrX	91000	0.00128868351388902
chrX	91500	9.44823394418002e-11
chrX	92000	4.88889847732594e-11
chrX	92500	0.000186557392714734
chrX	93000	9.93842381830518e-11
chrX	93500	0.000104854832896182
chrX	94000	0.0560733734415343
chrX	94500	2.23445977524987e-12
chrX	95000	6.51459423867808e-05
chrX	95500	0.0576014813003546
chrX	96000	0.0241082432332666
chrX	96500	1.67626357684099
chrX	97000	0.275337039456586
chrX	97500	0.000169088515429144
chrX	98000	0.0551936948032957
chrX	98500	0.0218185916788916
chrX	99000	0.0350122479093287
chrX	99500	6.0243900294756e-07
chrX	1e+05	0.616946044269616
chrX	100500	0.00146533241306518
chrX	101000	0.0108360173484136
chrX	101500	0.00107449799280425
chrX	102000	0.640796303347979
chrX	102500	1.80013243952788e-05
chrX	103000	0.00945725073449064
chrX	103500	0.00116182304492122
chrX	104000	4.15399106288119e-09
chrX	104500	0.0228563546262302
chrX	105000	0.00024543350809313
chrX	105500	0.0261471519677618
chrX	106000	0.668508564974866
chrX	106500	0.114117202969657
chrX	107000	5.98869346675689e-07
chrX	107500	0.205235442565932
chrX	108000	1.10616742885929e-05
chrX	108500	0.211846993212377
chrX	109000	1.57196470862164e-06
chrX	109500	0.808572264974514
chrX	110000	0.00338800175222424
chrX	110500	6.03323443151541e-06
chrX	111000	0.0847122093001122
chrX	111500	0.0252424478181987
chrX	112000	0.00099467203893154
chrX	112500	1.36073276738842e-11
chrX	113000	2.43766868789517e-06
chrX	113500	0.911883326855441
chrX	114000	0.00040078236850896
chrX	114500	0.00306483457488585
chrX	115000	0.169137802474451
chrX	115500	0.00104321066608499
chrX	116000	0.492435666216517
chrX	116500	0.400518287407504
chrX	117000	0.882115579116055
chrX	117500	0.00565633355223844
chrX	118000	0.000485107409189786
chrX	118500	0.0143307035446897
chrX	119000	0.0778527739268068
chrX	119500	8.50224263185485e-07
chrX	120000	0.0165885410818025
chrX	120500	1.13041266597645e-05
chrX	121000	1.14346691699445e-07
chrX	121500	0.0269939800680243
chrX	122000	0.106702220350867
chrX	122500	4.10311221910224e-05
chrX	123000	0.0667740272870375
chrX	123500	2.17579032214818e-05
chrX	124000	0.0809731945339117
chrX	124500	0.45070659978455
chrX	125000	0.005828151414975
chrX	125500	0.348568300229045
chrX	126000	0.1431779043193
chrX	126500	0.000490254227945084
chrX	127000	0.000944810264863858
chrX	127500	0.0421238649913124
chrX	128000	0.00370177001520437
chrX	128500	0.826696017038286
chrX	129000	0.0428866673277313
chrX	129500	8.93253000266124e-05
chrX	130000	3.73310518524028e-05
chrX	130500	0.0624706059199279
chrX	131000	0.528023700670606
chrX	131500	6.09723471660386e-07
chrX	132000	0.00275685540799044
chrX	132500	8.9596246917286e-11
chrX	133000	0.00471636048322703
chrX	133500	0.00339862046032956
chrX	134000	5.28043723530101e-07
chrX	134500	1.12020938153305e-05
chrX	135000	1.19426381640654e-05
chrX	135500	0.0351057428790879
chrX	136000	3.98380416060621e-08
chrX	136500	0.00775027909222191
chrX	137000	2.11866440540021e-05
chrX	137500	0.0602091423395154
chrX	138000	0.254033694822688
chrX	138500	0.00176933718910781
chrX	139000	0.0176001154115007
chrX	139500	0.000591713859490098
chrX	140000	5.49638604664261e-07
chrX	140500	0.00467179760536743
chrX	141000	8.61818485591561e-13
chrX	141500	0.00765273230610555
chrX	142000	0.153964151461245
chrX	142500	0.171980459053189
chrX	143000	0.099716751769021
chrX	143500	0.0432898671237347
chrX	144000	0.213441670052826
chrX	144500	2.06129378410524e-05
chrX	145000	0.0283679633991501
chrX	145500	0.00176256785679726
chrX	146000	1.16003913795585e-05
chrX	146500	0.00332563988777885
chrX	147000	0.0509525816789112
chrX	147500	0.043752533543972
chrX	148000	0.0969271212610703
chrX	148500	0.0259594591987511
chrX	149000	0.00267428362951536
chrX	149500	1.74751968605892e-07
chrX	150000	0.0782606239784669
chrX	150500	0.000480210114487474
chrX	151000	0.322484698655132
chrX	151500	0.0563397885763817
chrX	152000	0.429977216801718
chrX	152500	0.0265386785935732
chrX	153000	1.47197051261566e-06
chrX	153500	0.588504767608585
chrX	154000	5.51658622075135e-06
chrX	154500	0.00103308242645494
chrX	155000	0.00193388392399886
chrX	155500	1.08307261475547e-08
chrX	156000	0.000435758653425723
chrX	156500	0.0484465374629613
chrX	157000	4.20650170979082e-10
chrX	157500	0.0142758449514027
chrX	158000	0.0506443010746229
chrX	158500	1.14109908829279e-07
chrX	159000	0.00273240163261775
chrX	159500	7.97659209042365e-06
chrX	160000	4.68880405584584e-05
chrX	160500	0.00150542045090775
chrX	161000	0.00659028540836055
chrX	161500	0.000480232975279204
chrX	162000	0.380187675453349
chrX	162500	8.31860468612397e-05
chrX	163000	1.09544537997423
chrX	163500	1.73224336823521e-05
chrX	164000	6.3058350823675e-06
chrX	164500	1.91776605094561e-06
chrX	165000	2.42618495725083e-05
chrX	165500	1.75717174433553e-07
chrX	166000	0.0217133696646553
chrX	166500	0.0164057681779868
chrX	167000	9.75759840037388e-10
chrX	167500	0.000296262434300958
chrX	168000	2.2196009326156e-13
chrX	168500	8.31170247559249e-09
chrX	169000	0.460390837063482
chrX	169500	0.00233887259553659
chrX	170000	1.67644638983377e-08
chrX	170500	0.112767727090785
chrX	171000	0.0125107578276558
chrX	171500	0.002059405126322
chrX	172000	0.00116653295233223
chrX	172500	0.152648108657766
chrX	173000	0.162731074521557
chrX	173500	0.164931316445996
chrX	174000	2.66098925922938e-06
chrX	174500	1.43138067133673e-15
chrX	175000	0.0211522942261321
chrX	175500	8.40647392547028e-06
